MUNICIPIO;NATUREZA DO FATO;ARMA UTILIZADA;SEXO;IDADE;DATA
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;49;2015-12-06
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-06
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-12-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-07
ACARAPE;HOMICIDIO DOLOSO;ARMA BRANCA;M;40;2015-12-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-12-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-07
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2015-12-07
JAGUARUANA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-07
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-12-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-08
PEDRA BRANCA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;42;2015-12-08
JAGUARETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-12-08
PARACURU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2015-12-08
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;56;2015-12-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-12-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-08
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-08
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-09
DEP. IRAPUAN PINHEIRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-12-09
CAMOCIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;19;2015-12-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-09
UBAJARA;HOMICIDIO DOLOSO;OUTROS;M;18;2015-12-09
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-12-09
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-12-09
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2015-12-09
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-12-09
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-10
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-12-10
IBICUITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-10
LIMOEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-11
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-11
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-12-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-12-11
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-11
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;18;2015-12-11
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;69;2015-12-12
TRAIRI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-12-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;18;2015-12-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-12-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-12
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-12
JARDIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-12
CRATO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-12
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;43;2015-12-13
IBARETAMA;HOMICIDIO DOLOSO;ARMA BRANCA;M;32;2015-12-13
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2015-12-13
CARIUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2015-12-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-12-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2015-12-13
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-13
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA BRANCA;M;59;2015-12-13
MULUNGU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;56;2015-12-13
VARZEA ALEGRE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;51;2015-12-13
PEDRA BRANCA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;25;2015-12-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-13
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;24;2015-12-13
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-14
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;73;2015-12-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2015-12-14
TRAIRI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-14
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-14
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;67;2015-12-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-12-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;17;2015-12-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-14
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-15
PEDRA BRANCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-12-15
PEDRA BRANCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-15
PEDRA BRANCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;65;2015-12-15
PARAMBU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;58;2015-12-15
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-12-15
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2015-12-15
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-12-15
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-16
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-16
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-16
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-16
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2015-12-16
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-16
ITAPAJE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-16
MARANGUAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-16
TAUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-16
ITAPAJE;HOMICIDIO DOLOSO;ARMA BRANCA;M;68;2015-12-16
BARBALHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2015-12-17
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2015-12-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-12-17
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-12-17
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2015-12-17
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-17
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-17
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-12-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-17
ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-17
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-17
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-12-17
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2015-12-17
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;23;2015-12-18
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-18
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;59;2015-12-18
ITAREMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2015-12-18
NOVO ORIENTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-18
MARCO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-12-18
JAGUARUANA;HOMICIDIO DOLOSO;OUTROS;F;42;2015-12-18
BARBALHA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2015-12-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2015-12-18
GUARAMIRANGA;HOMICIDIO DOLOSO;ARMA BRANCA;M;27;2015-12-18
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-12-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-19
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2015-12-19
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-19
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-12-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-19
IRAUCUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2015-12-19
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2015-12-19
TIANGUA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;59;2015-12-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2015-12-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-19
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;45;2015-12-19
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-19
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-19
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-20
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-12-20
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;40;2015-12-20
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-12-20
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-20
HORIZONTE;HOMICIDIO DOLOSO;ARMA BRANCA;M;28;2015-12-20
QUIXADA;HOMICIDIO DOLOSO;ARMA BRANCA;M;21;2015-12-20
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;55;2015-12-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-20
BOA VIAGEM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2015-12-20
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-12-20
HORIZONTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-12-20
CANINDE;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2015-12-20
IRAUCUBA;HOMICIDIO DOLOSO;ARMA BRANCA;F;37;2015-12-20
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA DE FOGO;F;19;2015-12-21
UMIRIM;HOMICIDIO DOLOSO;ARMA BRANCA;M;20;2015-12-21
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-12-21
IBARETAMA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;63;2015-12-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-21
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;13;2015-12-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-22
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2015-12-22
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-12-22
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-12-22
PACOTI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-22
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2015-12-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-22
IGUATU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2015-12-22
QUIXERAMOBIM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-22
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-12-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-12-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-23
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-12-23
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-23
PACATUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-23
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;53;2015-12-23
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;52;2015-12-23
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-24
IPU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-24
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;40;2015-12-24
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;35;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-24
CRATEUS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-24
BOA VIAGEM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-24
FORTALEZA;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;43;2015-12-24
ITAPAJE;HOMICIDIO DOLOSO;ARMA BRANCA;M;50;2015-12-24
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-24
JAGUARETAMA;HOMICIDIO DOLOSO;ARMA BRANCA;M;53;2015-12-24
PARAIPABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-24
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-24
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-12-24
BANABUIU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-24
TABULEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;63;2015-12-24
PARAIPABA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-12-24
ITAPAJE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;60;2015-12-24
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-25
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-25
URUOCA;HOMICIDIO DOLOSO;ARMA BRANCA;M;60;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-25
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-25
SOBRAL;HOMICIDIO DOLOSO;ARMA BRANCA;M;45;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-25
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);NI;M;69;2015-12-25
SENADOR POMPEU;HOMICIDIO DOLOSO;ARMA BRANCA;M;45;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2015-12-25
QUIXERE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2015-12-25
ACOPIARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-25
MARACANAU;HOMICIDIO DOLOSO;ARMA BRANCA;M;39;2015-12-25
HIDROLÂNDIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;70;2015-12-25
PACAJUS;HOMICIDIO DOLOSO;ARMA BRANCA;F;66;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-12-25
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-12-25
MARACANAU;HOMICIDIO DOLOSO;ARMA BRANCA;F;25;2015-12-25
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2015-12-25
COREAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-26
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-26
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-12-26
QUIXADA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-26
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-26
IBICUITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-12-26
CHOROZINHO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2015-12-26
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;38;2015-12-26
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;59;2015-12-26
ACARAPE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-26
BOA VIAGEM;HOMICIDIO DOLOSO;ARMA DE FOGO;M;42;2015-12-27
ARACOIABA;HOMICIDIO DOLOSO;OUTROS;I;;2015-12-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-12-27
BEBERIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-27
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-27
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-27
FARIAS BRITO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-27
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-27
CARIDADE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;;2015-12-27
OROS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-12-28
IBICUITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;43;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-28
CHORO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-28
LIMOEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA BRANCA;M;16;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;31;2015-12-28
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;46;2015-12-28
FORQUILHA;HOMICIDIO DOLOSO;OUTROS;M;45;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;65;2015-12-28
ARACATI;HOMICIDIO DOLOSO;ARMA BRANCA;M;18;2015-12-28
ARACATI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-12-28
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-12-29
REDENCAO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-29
QUIXELÔ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2015-12-29
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2015-12-29
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2015-12-29
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;25;2015-12-29
CAMPOS SALES;HOMICIDIO DOLOSO;ARMA BRANCA;M;49;2015-12-29
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-30
NOVA RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;24;2015-12-30
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-12-30
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;32;2015-12-30
CROATA;ROUBO SEGUIDO DE MORTE (LATROCINIO);OUTROS;M;70;2015-12-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-12-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2015-12-30
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;44;2015-12-30
BEBERIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;48;2015-12-30
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2015-12-30
ALTANEIRA;HOMICIDIO DOLOSO;OUTROS;M;33;2015-12-30
CEDRO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-30
CASCAVEL;HOMICIDIO DOLOSO;ARMA BRANCA;M;25;2015-12-31
PEDRA BRANCA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;;2015-12-31
BEBERIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2015-12-31
VARJOTA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-12-31
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;26;2015-12-31
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;34;2015-12-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2015-12-31
PEDRA BRANCA;HOMICIDIO DOLOSO;ARMA BRANCA;M;53;2015-12-31
MORADA NOVA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;50;2015-12-31
RUSSAS;HOMICIDIO DOLOSO;ARMA DE FOGO;M;31;2015-12-31
MAURITI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2015-12-31
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-12-31
BATURITE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;29;2015-12-06
ITAITINGA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;39;2015-12-22
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-03-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2015-03-01
ITAPIUNA;HOMICIDIO DOLOSO;ARMA DE FOGO;F;28;2015-03-01
RUSSAS;HOMICIDIO DOLOSO;ARMA BRANCA;F;24;2015-03-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2015-03-01
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2015-03-01
TAUA;HOMICIDIO DOLOSO;ARMA BRANCA;F;42;2015-03-01
QUIXERE;HOMICIDIO DOLOSO;ARMA BRANCA;M;36;2015-03-01
ICO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;;2015-03-01
CARIRE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;44;2015-03-01
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2015-03-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;45;2015-03-02
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;36;2015-03-02
ITAPIPOCA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;47;2015-03-02
FORTALEZA;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;48;2015-03-02
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;OUTROS;M;;2015-03-02
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2015-03-03
